resolution,rho_means,vx_means,vy_means
64,-0.0087890625,0.0,0.010187308304011822
64,-0.01750052720308304,0.0,0.03038203716278076
64,-0.025863144546747208,0.0,0.059601616114377975
64,-0.033436451107263565,0.0,0.09518327564001083
64,-0.03978019952774048,0.0,0.13059477508068085
64,-0.043204452842473984,0.0,0.15908338129520416
64,-0.04419416934251785,0.0,0.16133050620555878
64,-0.047266289591789246,0.0,0.17686150968074799
64,-0.04947672784328461,0.0,0.19970139861106873
64,-0.05081092566251755,0.0,0.1971137970685959
64,-0.055069923400878906,0.0,0.2201005071401596
64,-0.05635891854763031,0.0,0.2343691885471344
64,-0.05946892499923706,0.0,0.24118690192699432
64,-0.06265649199485779,0.0,0.26467767357826233
64,-0.06437194347381592,0.0,0.2745760381221771
64,-0.0673413872718811,0.0,0.28739282488822937
64,-0.06962805986404419,0.0,0.31001922488212585
64,-0.07129709422588348,0.0,0.31781241297721863
64,-0.07470183074474335,0.0,0.33488258719444275
64,-0.07613825798034668,0.0,0.35583919286727905
64,-0.07862232625484467,0.0,0.3637631833553314
64,-0.08220604062080383,0.0,0.3857395648956299
64,-0.08374136686325073,0.0,0.40299859642982483
64,-0.08675919473171234,0.0,0.4146316945552826
64,-0.09014622122049332,0.0,0.4399455189704895
64,-0.09163186699151993,0.0,0.45471447706222534
64,-0.09444230794906616,0.0,0.46855729818344116
64,-0.09715883433818817,0.0,0.49471336603164673
64,-0.09868429601192474,0.0,0.5063027739524841
64,-0.10186837613582611,0.0,0.5243862271308899
64,-0.1037089079618454,0.0,0.5528334379196167
64,-0.10586876422166824,0.0,0.559744119644165
64,-0.10959594696760178,0.0,0.5832619071006775
64,-0.11103635281324387,0.0,0.6055416464805603
64,-0.11401930451393127,0.0,0.6179887652397156
64,-0.11770353466272354,0.0,0.6463962197303772
64,-0.1191561296582222,0.0,0.6665690541267395
64,-0.12181547284126282,0.0,0.6799933910369873
64,-0.1255873739719391,0.0,0.7093802690505981
64,-0.1266869753599167,0.0,0.728923499584198
64,-0.12923851609230042,0.0,0.7442764043807983
64,-0.1327713578939438,0.0,0.7740033268928528
64,-0.13394472002983093,0.0,0.7923990488052368
64,-0.13696417212486267,0.0,0.8103079199790955
64,-0.13967576622962952,0.0,0.8421079516410828
64,-0.14130228757858276,0.0,0.8571146726608276
64,-0.14487284421920776,0.0,0.877966046333313
64,-0.1470380425453186,0.0,0.9128861427307129
64,-0.14929543435573578,0.0,0.9241681098937988
64,-0.1528742015361786,0.0,0.9495752453804016
64,-0.15470567345619202,0.0,0.9812097549438477
64,-0.15701061487197876,0.0,0.9917775988578796
64,-0.16056275367736816,0.0,1.0217922925949097
64,-0.1618785262107849,0.0,1.0470963716506958
64,-0.16438838839530945,0.0,1.0620858669281006
64,-0.16821785271167755,0.0,1.0947036743164062
64,-0.16929110884666443,0.0,1.118821144104004
64,-0.1719093918800354,0.0,1.1368775367736816
64,-0.17563706636428833,0.0,1.1712309122085571
64,-0.17675593495368958,0.0,1.1943700313568115
64,-0.17992839217185974,0.0,1.213578224182129
64,-0.18321934342384338,0.0,1.2505401372909546
64,-0.18474572896957397,0.0,1.2729012966156006
64,-0.18784508109092712,0.0,1.2925961017608643
64,-0.19125792384147644,0.0,1.3316104412078857
64,-0.19279411435127258,0.0,1.352733850479126
64,-0.19581037759780884,0.0,1.3737250566482544
64,-0.1988821029663086,0.0,1.4123246669769287
64,-0.20023450255393982,0.0,1.4311065673828125
64,-0.20316272974014282,0.0,1.4547405242919922
64,-0.20581713318824768,0.0,1.4940788745880127
64,-0.2075422704219818,0.0,1.5094541311264038
64,-0.21082758903503418,0.0,1.5369681119918823
64,-0.21274301409721375,0.0,1.5789947509765625
64,-0.21455620229244232,0.0,1.588975429534912
64,-0.21477335691452026,0.0,1.6165680885314941
64,-0.2147560715675354,0.0,1.6143871545791626
64,-0.21477174758911133,0.0,1.6147466897964478
64,-0.21476909518241882,0.0,1.614687204360962
64,-0.21476954221725464,0.0,1.614696979522705
64,-0.21476948261260986,0.0,1.614695429801941
64,-0.21476948261260986,0.0,1.6146957874298096
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
64,-0.21476948261260986,0.0,1.61469566822052
128,-0.009228515438735485,0.0,0.01077959407120943
128,-0.01841629296541214,0.0,0.03224360570311546
128,-0.027420923113822937,0.0,0.06387219578027725
128,-0.03601117059588432,0.0,0.10425655543804169
128,-0.04395589604973793,0.0,0.14994072914123535
128,-0.05036788061261177,0.0,0.19735194742679596
128,-0.055400550365448,0.0,0.23552604019641876
128,-0.05866212025284767,0.0,0.2613125443458557
128,-0.058126628398895264,0.0,0.2594108581542969
128,-0.060648493468761444,0.0,0.2733478844165802
128,-0.06388556957244873,0.0,0.2945494055747986
128,-0.0640881136059761,0.0,0.29778507351875305
128,-0.06664780527353287,0.0,0.3162808120250702
128,-0.06881050765514374,0.0,0.32480189204216003
128,-0.07021164894104004,0.0,0.34352296590805054
128,-0.07228504121303558,0.0,0.35124608874320984
128,-0.07468041777610779,0.0,0.36216574907302856
128,-0.07650581747293472,0.0,0.3839786648750305
128,-0.0781121701002121,0.0,0.3890203535556793
128,-0.08055265247821808,0.0,0.4010905921459198
128,-0.08241646736860275,0.0,0.419839084148407
128,-0.08359621465206146,0.0,0.4302785098552704
128,-0.08573786914348602,0.0,0.44029954075813293
128,-0.08847589790821075,0.0,0.4587114453315735
128,-0.08952527493238449,0.0,0.4751059412956238
128,-0.09111964702606201,0.0,0.4829491972923279
128,-0.09394785761833191,0.0,0.4991735517978668
128,-0.09504280984401703,0.0,0.5195228457450867
128,-0.09680850803852081,0.0,0.5267176628112793
128,-0.09940935671329498,0.0,0.5412732362747192
128,-0.10110165178775787,0.0,0.5629231333732605
128,-0.1027323380112648,0.0,0.5724971294403076
128,-0.10516566038131714,0.0,0.5851914286613464
128,-0.10747207701206207,0.0,0.6070752143859863
128,-0.10875479876995087,0.0,0.6209349632263184
128,-0.11072318255901337,0.0,0.6306756138801575
128,-0.11333578824996948,0.0,0.6507882475852966
128,-0.11439788341522217,0.0,0.6702903509140015
128,-0.11614462733268738,0.0,0.6791648268699646
128,-0.11859388649463654,0.0,0.6962258815765381
128,-0.12001597881317139,0.0,0.7198954820632935
128,-0.12153460085391998,0.0,0.7277308106422424
128,-0.12415395677089691,0.0,0.74330735206604
128,-0.125658318400383,0.0,0.7670230865478516
128,-0.12715716660022736,0.0,0.7782891988754272
128,-0.12973707914352417,0.0,0.7921966910362244
128,-0.13194799423217773,0.0,0.816370964050293
128,-0.13326464593410492,0.0,0.8331011533737183
128,-0.13541875779628754,0.0,0.8439241647720337
128,-0.13814572989940643,0.0,0.8668286204338074
128,-0.13944323360919952,0.0,0.8890196084976196
128,-0.14107002317905426,0.0,0.8976573348045349
128,-0.14352084696292877,0.0,0.9168635606765747
128,-0.144939586520195,0.0,0.9424850344657898
128,-0.14644797146320343,0.0,0.9512354731559753
128,-0.14878350496292114,0.0,0.9680881500244141
128,-0.15064753592014313,0.0,0.9936069250106812
128,-0.15203320980072021,0.0,1.0060200691223145
128,-0.15424767136573792,0.0,1.0211381912231445
128,-0.15669380128383636,0.0,1.0464485883712769
128,-0.1577267348766327,0.0,1.0650346279144287
128,-0.15983617305755615,0.0,1.0774141550064087
128,-0.16246004402637482,0.0,1.1005761623382568
128,-0.16369134187698364,0.0,1.1254059076309204
128,-0.16556650400161743,0.0,1.1362420320510864
128,-0.1681261956691742,0.0,1.156356692314148
128,-0.1698213815689087,0.0,1.184999704360962
128,-0.17146624624729156,0.0,1.1970434188842773
128,-0.17389217019081116,0.0,1.2135530710220337
128,-0.17627917230129242,0.0,1.2417699098587036
128,-0.17747467756271362,0.0,1.260445237159729
128,-0.17941859364509583,0.0,1.2725306749343872
128,-0.18195626139640808,0.0,1.297572374343872
128,-0.1830560564994812,0.0,1.3222761154174805
128,-0.18482518196105957,0.0,1.3333641290664673
128,-0.18724015355110168,0.0,1.3551863431930542
128,-0.18872269988059998,0.0,1.3848273754119873
128,-0.19030442833900452,0.0,1.3950233459472656
128,-0.1927059292793274,0.0,1.414267659187317
